name,region,date,value
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-06-15,4032
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-07-15,4297
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-08-15,4487
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-09-15,4059
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-10-15,2536
Количество заявок на потребительские кредиты,Республика Карачаево-Черкессия,2018-11-15,1375
Количество заявок на потребительские кредиты,Республика Карелия,2013-01-15,4227
Количество заявок на потребительские кредиты,Республика Карелия,2013-02-15,3580
Количество заявок на потребительские кредиты,Республика Карелия,2013-03-15,4490
Количество заявок на потребительские кредиты,Республика Карелия,2013-04-15,6259
Количество заявок на потребительские кредиты,Республика Карелия,2013-05-15,6288
Количество заявок на потребительские кредиты,Республика Карелия,2013-06-15,5309
Количество заявок на потребительские кредиты,Республика Карелия,2013-07-15,6213
Количество заявок на потребительские кредиты,Республика Карелия,2013-08-15,6425
Количество заявок на потребительские кредиты,Республика Карелия,2013-09-15,6068
Количество заявок на потребительские кредиты,Республика Карелия,2013-10-15,6227
Количество заявок на потребительские кредиты,Республика Карелия,2013-11-15,6290
Количество заявок на потребительские кредиты,Республика Карелия,2013-12-15,7010
Количество заявок на потребительские кредиты,Республика Карелия,2014-01-15,3621
Количество заявок на потребительские кредиты,Республика Карелия,2014-02-15,5369
Количество заявок на потребительские кредиты,Республика Карелия,2014-03-15,5539
Количество заявок на потребительские кредиты,Республика Карелия,2014-04-15,7150
Количество заявок на потребительские кредиты,Республика Карелия,2014-05-15,6280
Количество заявок на потребительские кредиты,Республика Карелия,2014-06-15,6567
Количество заявок на потребительские кредиты,Республика Карелия,2014-07-15,6921
Количество заявок на потребительские кредиты,Республика Карелия,2014-08-15,6687
Количество заявок на потребительские кредиты,Республика Карелия,2014-09-15,5901
Количество заявок на потребительские кредиты,Республика Карелия,2014-10-15,6044
Количество заявок на потребительские кредиты,Республика Карелия,2014-11-15,5222
Количество заявок на потребительские кредиты,Республика Карелия,2014-12-15,6617
Количество заявок на потребительские кредиты,Республика Карелия,2015-01-15,1877
Количество заявок на потребительские кредиты,Республика Карелия,2015-02-15,2273
Количество заявок на потребительские кредиты,Республика Карелия,2015-03-15,2800
Количество заявок на потребительские кредиты,Республика Карелия,2015-04-15,3653
Количество заявок на потребительские кредиты,Республика Карелия,2015-05-15,3266
Количество заявок на потребительские кредиты,Республика Карелия,2015-06-15,6465
Количество заявок на потребительские кредиты,Республика Карелия,2015-07-15,6514
Количество заявок на потребительские кредиты,Республика Карелия,2015-08-15,5802
Количество заявок на потребительские кредиты,Республика Карелия,2015-09-15,5287
Количество заявок на потребительские кредиты,Республика Карелия,2015-10-15,5232
Количество заявок на потребительские кредиты,Республика Карелия,2015-11-15,4924
Количество заявок на потребительские кредиты,Республика Карелия,2015-12-15,6839
Количество заявок на потребительские кредиты,Республика Карелия,2016-01-15,3635
Количество заявок на потребительские кредиты,Республика Карелия,2016-02-15,4235
Количество заявок на потребительские кредиты,Республика Карелия,2016-03-15,4969
Количество заявок на потребительские кредиты,Республика Карелия,2016-04-15,5539
Количество заявок на потребительские кредиты,Республика Карелия,2016-05-15,5440
Количество заявок на потребительские кредиты,Республика Карелия,2016-06-15,5679
Количество заявок на потребительские кредиты,Республика Карелия,2016-07-15,5270
Количество заявок на потребительские кредиты,Республика Карелия,2016-08-15,5887
Количество заявок на потребительские кредиты,Республика Карелия,2016-09-15,5376
Количество заявок на потребительские кредиты,Республика Карелия,2016-10-15,5156
Количество заявок на потребительские кредиты,Республика Карелия,2016-11-15,5413
Количество заявок на потребительские кредиты,Республика Карелия,2016-12-15,6104
Количество заявок на потребительские кредиты,Республика Карелия,2017-01-15,4210
Количество заявок на потребительские кредиты,Республика Карелия,2017-02-15,4508
Количество заявок на потребительские кредиты,Республика Карелия,2017-03-15,5849
Количество заявок на потребительские кредиты,Республика Карелия,2017-04-15,5456
Количество заявок на потребительские кредиты,Республика Карелия,2017-05-15,5643
Количество заявок на потребительские кредиты,Республика Карелия,2017-06-15,6173
Количество заявок на потребительские кредиты,Республика Карелия,2017-07-15,5577
Количество заявок на потребительские кредиты,Республика Карелия,2017-08-15,5795
Количество заявок на потребительские кредиты,Республика Карелия,2017-09-15,5006
Количество заявок на потребительские кредиты,Республика Карелия,2017-10-15,5633
Количество заявок на потребительские кредиты,Республика Карелия,2017-11-15,5864
Количество заявок на потребительские кредиты,Республика Карелия,2017-12-15,7275
Количество заявок на потребительские кредиты,Республика Карелия,2018-01-15,5357
Количество заявок на потребительские кредиты,Республика Карелия,2018-02-15,5801
Количество заявок на потребительские кредиты,Республика Карелия,2018-03-15,6769
Количество заявок на потребительские кредиты,Республика Карелия,2018-04-15,7673
Количество заявок на потребительские кредиты,Республика Карелия,2018-05-15,7599
Количество заявок на потребительские кредиты,Республика Карелия,2018-06-15,8143
Количество заявок на потребительские кредиты,Республика Карелия,2018-07-15,8145
Количество заявок на потребительские кредиты,Республика Карелия,2018-08-15,9114
Количество заявок на потребительские кредиты,Республика Карелия,2018-09-15,7796
Количество заявок на потребительские кредиты,Республика Карелия,2018-10-15,4197
Количество заявок на потребительские кредиты,Республика Карелия,2018-11-15,2254
Количество заявок на потребительские кредиты,Республика Коми,2013-01-15,8573
Количество заявок на потребительские кредиты,Республика Коми,2013-02-15,6713
Количество заявок на потребительские кредиты,Республика Коми,2013-03-15,8306
Количество заявок на потребительские кредиты,Республика Коми,2013-04-15,11112
Количество заявок на потребительские кредиты,Республика Коми,2013-05-15,12491
Количество заявок на потребительские кредиты,Республика Коми,2013-06-15,9507
Количество заявок на потребительские кредиты,Республика Коми,2013-07-15,11731
Количество заявок на потребительские кредиты,Республика Коми,2013-08-15,11891
Количество заявок на потребительские кредиты,Республика Коми,2013-09-15,12063
Количество заявок на потребительские кредиты,Республика Коми,2013-10-15,12075
Количество заявок на потребительские кредиты,Республика Коми,2013-11-15,13381
Количество заявок на потребительские кредиты,Республика Коми,2013-12-15,14320
Количество заявок на потребительские кредиты,Республика Коми,2014-01-15,6999
Количество заявок на потребительские кредиты,Республика Коми,2014-02-15,9518
Количество заявок на потребительские кредиты,Республика Коми,2014-03-15,10376
Количество заявок на потребительские кредиты,Республика Коми,2014-04-15,12939
Количество заявок на потребительские кредиты,Республика Коми,2014-05-15,12246
Количество заявок на потребительские кредиты,Республика Коми,2014-06-15,12115
Количество заявок на потребительские кредиты,Республика Коми,2014-07-15,13785
Количество заявок на потребительские кредиты,Республика Коми,2014-08-15,12662
Количество заявок на потребительские кредиты,Республика Коми,2014-09-15,10862
Количество заявок на потребительские кредиты,Республика Коми,2014-10-15,11951
Количество заявок на потребительские кредиты,Республика Коми,2014-11-15,10444
Количество заявок на потребительские кредиты,Республика Коми,2014-12-15,11992
Количество заявок на потребительские кредиты,Республика Коми,2015-01-15,3479
Количество заявок на потребительские кредиты,Республика Коми,2015-02-15,4335
Количество заявок на потребительские кредиты,Республика Коми,2015-03-15,5076
Количество заявок на потребительские кредиты,Республика Коми,2015-04-15,6920
Количество заявок на потребительские кредиты,Республика Коми,2015-05-15,6406
Количество заявок на потребительские кредиты,Республика Коми,2015-06-15,11422
Количество заявок на потребительские кредиты,Республика Коми,2015-07-15,12056
Количество заявок на потребительские кредиты,Республика Коми,2015-08-15,10516
Количество заявок на потребительские кредиты,Республика Коми,2015-09-15,9630
Количество заявок на потребительские кредиты,Республика Коми,2015-10-15,10022
Количество заявок на потребительские кредиты,Республика Коми,2015-11-15,9786
Количество заявок на потребительские кредиты,Республика Коми,2015-12-15,12381
Количество заявок на потребительские кредиты,Республика Коми,2016-01-15,6620
Количество заявок на потребительские кредиты,Республика Коми,2016-02-15,6883
Количество заявок на потребительские кредиты,Республика Коми,2016-03-15,7903
Количество заявок на потребительские кредиты,Республика Коми,2016-04-15,10375
Количество заявок на потребительские кредиты,Республика Коми,2016-05-15,10770
Количество заявок на потребительские кредиты,Республика Коми,2016-06-15,11183
Количество заявок на потребительские кредиты,Республика Коми,2016-07-15,10684
Количество заявок на потребительские кредиты,Республика Коми,2016-08-15,11114
Количество заявок на потребительские кредиты,Республика Коми,2016-09-15,9752
Количество заявок на потребительские кредиты,Республика Коми,2016-10-15,10286
Количество заявок на потребительские кредиты,Республика Коми,2016-11-15,10065
Количество заявок на потребительские кредиты,Республика Коми,2016-12-15,10444
Количество заявок на потребительские кредиты,Республика Коми,2017-01-15,6863
Количество заявок на потребительские кредиты,Республика Коми,2017-02-15,7508
Количество заявок на потребительские кредиты,Республика Коми,2017-03-15,10426
Количество заявок на потребительские кредиты,Республика Коми,2017-04-15,10571
Количество заявок на потребительские кредиты,Республика Коми,2017-05-15,10420
Количество заявок на потребительские кредиты,Республика Коми,2017-06-15,11585
Количество заявок на потребительские кредиты,Республика Коми,2017-07-15,10724
Количество заявок на потребительские кредиты,Республика Коми,2017-08-15,11939
Количество заявок на потребительские кредиты,Республика Коми,2017-09-15,10290
Количество заявок на потребительские кредиты,Республика Коми,2017-10-15,10791
Количество заявок на потребительские кредиты,Республика Коми,2017-11-15,11264
Количество заявок на потребительские кредиты,Республика Коми,2017-12-15,14065
Количество заявок на потребительские кредиты,Республика Коми,2018-01-15,10323
Количество заявок на потребительские кредиты,Республика Коми,2018-02-15,10780
Количество заявок на потребительские кредиты,Республика Коми,2018-03-15,12630
Количество заявок на потребительские кредиты,Республика Коми,2018-04-15,14123
Количество заявок на потребительские кредиты,Республика Коми,2018-05-15,12547
Количество заявок на потребительские кредиты,Республика Коми,2018-06-15,14234
Количество заявок на потребительские кредиты,Республика Коми,2018-07-15,15077
Количество заявок на потребительские кредиты,Республика Коми,2018-08-15,15869
Количество заявок на потребительские кредиты,Республика Коми,2018-09-15,13414
Количество заявок на потребительские кредиты,Республика Коми,2018-10-15,7789
Количество заявок на потребительские кредиты,Республика Коми,2018-11-15,4134
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-01-15,2011
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-02-15,1581
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-03-15,1823
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-04-15,2434
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-05-15,2643
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-06-15,2369
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-07-15,2780
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-08-15,3117
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-09-15,3079
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-10-15,3282
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-11-15,3769
Количество заявок на потребительские кредиты,Республика Марий Эл,2013-12-15,4193
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-01-15,1885
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-02-15,3165
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-03-15,3172
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-04-15,4155
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-05-15,3706
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-06-15,3896
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-07-15,4480
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-08-15,4158
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-09-15,3577
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-10-15,3573
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-11-15,3154
Количество заявок на потребительские кредиты,Республика Марий Эл,2014-12-15,3142
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-01-15,1046
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-02-15,1236
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-03-15,1510
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-04-15,2137
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-05-15,1955
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-06-15,3851
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-07-15,4552
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-08-15,3913
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-09-15,3430
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-10-15,3205
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-11-15,2993
Количество заявок на потребительские кредиты,Республика Марий Эл,2015-12-15,3847
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-01-15,2258
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-02-15,2729
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-03-15,3279
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-04-15,3558
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-05-15,3710
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-06-15,4045
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-07-15,4089
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-08-15,4363
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-09-15,3899
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-10-15,3693
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-11-15,3708
Количество заявок на потребительские кредиты,Республика Марий Эл,2016-12-15,4255
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-01-15,2929
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-02-15,3087
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-03-15,4132
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-04-15,3821
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-05-15,4130
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-06-15,4526
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-07-15,4672
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-08-15,5000
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-09-15,4315
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-10-15,4644
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-11-15,4426
Количество заявок на потребительские кредиты,Республика Марий Эл,2017-12-15,5344
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-01-15,3915
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-02-15,4765
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-03-15,5517
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-04-15,6146
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-05-15,5926
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-06-15,6140
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-07-15,6744
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-08-15,7441
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-09-15,6021
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-10-15,4631
Количество заявок на потребительские кредиты,Республика Марий Эл,2018-11-15,2621
Количество заявок на потребительские кредиты,Республика Мордовия,2013-01-15,2466
Количество заявок на потребительские кредиты,Республика Мордовия,2013-02-15,2090
Количество заявок на потребительские кредиты,Республика Мордовия,2013-03-15,2512
Количество заявок на потребительские кредиты,Республика Мордовия,2013-04-15,3718
Количество заявок на потребительские кредиты,Республика Мордовия,2013-05-15,3707
Количество заявок на потребительские кредиты,Республика Мордовия,2013-06-15,3040
Количество заявок на потребительские кредиты,Республика Мордовия,2013-07-15,3914
Количество заявок на потребительские кредиты,Республика Мордовия,2013-08-15,3921
Количество заявок на потребительские кредиты,Республика Мордовия,2013-09-15,3836
Количество заявок на потребительские кредиты,Республика Мордовия,2013-10-15,4330
Количество заявок на потребительские кредиты,Республика Мордовия,2013-11-15,4926
Количество заявок на потребительские кредиты,Республика Мордовия,2013-12-15,6244
Количество заявок на потребительские кредиты,Республика Мордовия,2014-01-15,2357
Количество заявок на потребительские кредиты,Республика Мордовия,2014-02-15,3871
Количество заявок на потребительские кредиты,Республика Мордовия,2014-03-15,4287
Количество заявок на потребительские кредиты,Республика Мордовия,2014-04-15,5331
Количество заявок на потребительские кредиты,Республика Мордовия,2014-05-15,4911
Количество заявок на потребительские кредиты,Республика Мордовия,2014-06-15,4680
Количество заявок на потребительские кредиты,Республика Мордовия,2014-07-15,5463
Количество заявок на потребительские кредиты,Республика Мордовия,2014-08-15,5117
Количество заявок на потребительские кредиты,Республика Мордовия,2014-09-15,4253
Количество заявок на потребительские кредиты,Республика Мордовия,2014-10-15,4026
Количество заявок на потребительские кредиты,Республика Мордовия,2014-11-15,3413
Количество заявок на потребительские кредиты,Республика Мордовия,2014-12-15,3799
Количество заявок на потребительские кредиты,Республика Мордовия,2015-01-15,1154
Количество заявок на потребительские кредиты,Республика Мордовия,2015-02-15,1496
Количество заявок на потребительские кредиты,Республика Мордовия,2015-03-15,1815
Количество заявок на потребительские кредиты,Республика Мордовия,2015-04-15,2213
Количество заявок на потребительские кредиты,Республика Мордовия,2015-05-15,1924
Количество заявок на потребительские кредиты,Республика Мордовия,2015-06-15,4363
Количество заявок на потребительские кредиты,Республика Мордовия,2015-07-15,4702
Количество заявок на потребительские кредиты,Республика Мордовия,2015-08-15,3991
Количество заявок на потребительские кредиты,Республика Мордовия,2015-09-15,3608
Количество заявок на потребительские кредиты,Республика Мордовия,2015-10-15,3322
Количество заявок на потребительские кредиты,Республика Мордовия,2015-11-15,3046
Количество заявок на потребительские кредиты,Республика Мордовия,2015-12-15,4035
Количество заявок на потребительские кредиты,Республика Мордовия,2016-01-15,2277
Количество заявок на потребительские кредиты,Республика Мордовия,2016-02-15,2689
Количество заявок на потребительские кредиты,Республика Мордовия,2016-03-15,3208
Количество заявок на потребительские кредиты,Республика Мордовия,2016-04-15,3595
Количество заявок на потребительские кредиты,Республика Мордовия,2016-05-15,3434
Количество заявок на потребительские кредиты,Республика Мордовия,2016-06-15,3930
Количество заявок на потребительские кредиты,Республика Мордовия,2016-07-15,4008
Количество заявок на потребительские кредиты,Республика Мордовия,2016-08-15,4379
Количество заявок на потребительские кредиты,Республика Мордовия,2016-09-15,3931
Количество заявок на потребительские кредиты,Республика Мордовия,2016-10-15,3779
Количество заявок на потребительские кредиты,Республика Мордовия,2016-11-15,3784
Количество заявок на потребительские кредиты,Республика Мордовия,2016-12-15,4599
Количество заявок на потребительские кредиты,Республика Мордовия,2017-01-15,3026
Количество заявок на потребительские кредиты,Республика Мордовия,2017-02-15,3039
Количество заявок на потребительские кредиты,Республика Мордовия,2017-03-15,4425
Количество заявок на потребительские кредиты,Республика Мордовия,2017-04-15,3990
Количество заявок на потребительские кредиты,Республика Мордовия,2017-05-15,4304
Количество заявок на потребительские кредиты,Республика Мордовия,2017-06-15,4653
Количество заявок на потребительские кредиты,Республика Мордовия,2017-07-15,4541
Количество заявок на потребительские кредиты,Республика Мордовия,2017-08-15,5123
Количество заявок на потребительские кредиты,Республика Мордовия,2017-09-15,4361
Количество заявок на потребительские кредиты,Республика Мордовия,2017-10-15,4401
Количество заявок на потребительские кредиты,Республика Мордовия,2017-11-15,4568
Количество заявок на потребительские кредиты,Республика Мордовия,2017-12-15,5967
Количество заявок на потребительские кредиты,Республика Мордовия,2018-01-15,4085
Количество заявок на потребительские кредиты,Республика Мордовия,2018-02-15,4530
Количество заявок на потребительские кредиты,Республика Мордовия,2018-03-15,5415
Количество заявок на потребительские кредиты,Республика Мордовия,2018-04-15,5481
Количество заявок на потребительские кредиты,Республика Мордовия,2018-05-15,5512
Количество заявок на потребительские кредиты,Республика Мордовия,2018-06-15,5373
Количество заявок на потребительские кредиты,Республика Мордовия,2018-07-15,6416
Количество заявок на потребительские кредиты,Республика Мордовия,2018-08-15,6693
Количество заявок на потребительские кредиты,Республика Мордовия,2018-09-15,5799
Количество заявок на потребительские кредиты,Республика Мордовия,2018-10-15,4459
Количество заявок на потребительские кредиты,Республика Мордовия,2018-11-15,2695
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-01-15,3419
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-02-15,3423
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-03-15,4233
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-04-15,4787
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-05-15,4757
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-06-15,4836
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-07-15,5837
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-08-15,5672
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-09-15,4699
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-10-15,5019
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-11-15,4863
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2013-12-15,6106
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-01-15,2900
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-02-15,4795
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-03-15,5729
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-04-15,6868
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-05-15,6153
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-06-15,6290
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-07-15,8123
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-08-15,7683
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-09-15,6639
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-10-15,6016
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-11-15,5379
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2014-12-15,6706
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-01-15,1954
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-02-15,2666
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-03-15,3260
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-04-15,4187
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-05-15,3902
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-06-15,6093
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-07-15,8277
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-08-15,7392
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-09-15,5997
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-10-15,5566
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-11-15,5098
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2015-12-15,7068
Количество заявок на потребительские кредиты,Республика Саха (Якутия),2016-01-15,4093
